	board	thread_no	post_no	subject	author	email	tripcode	capcode	date	user_id	body
76	housekeeping	1240182945	77		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-10 11:03:22	???0	 がんばってね
77	housekeeping	1240182945	78		名無しさん＠ピンキー	sage			2009-07-10 12:07:40	3uGnrleS0	" フェルムさん、 

＞3年前に一体何が起こったのか？ 

何か起こってたら、まだよかったわけ。 
よくも悪くも、そこには変化があったわけだから。 
問題は、何にも起こってない、つまり何ひとつ管理人が学習してないってこと。 

わかるでしょ、みんなそうやってさじを投げていった、ってこと。"
78	housekeeping	1240182945	79		フェルム		P2CH/FDim.		2009-07-11 00:09:49	F85mTSA30	" >>77 
お前がな。 
You are misery. 

>>78 
いやあ、学習はしてないだろうけど変わってはいるんじゃないか？ 
確実に以前より生命力を感じないし、弱々しくなっている。「もう俺たちのことは放っておいてくれ」みたいな。 
まあ確かに、自業自得だがね。"
79	housekeeping	1240182945	80		名無しさん＠事業でアウト	sage			2009-07-11 01:04:17	C7qInda+0	" 「決めたのは、自分じゃない。あいつらだ」 
というのは、常に誰かさんの言い分。 

でも「あと1万円さえあれば、今まで突っ込んだ20万が120万になってたのに」 
という、パチンカスの言い分を信用しますか。"
80	housekeeping	1240182945	81		名無しさん＠ピンキー				2009-07-11 02:13:31	z94BAS5m0	 弱々しくなってるのは法改正んがあった（ある）からなんじゃない？
81	housekeeping	1240182945	82		名無しさん＠事業で人生アウト	sage			2009-07-11 06:38:52	C7qInda+0	" ひろゆき　→　いやぁ〜、もうちょっと・・・・　（と、ヘラヘラ頭をかきながら家に帰る） 
夜勤　　　→　 もうしょうがないべ　（と、酔っ払ってカラオケ飲み屋へ脱出） 
79　　　　　→　もう知りません　（と、プリプリ怒ってドアを閉める） 

で、「悪者のJim」の視点 　　　→　俺は何もしてない、あいつらが悪い 

……と、Jimはもう何度も言ってるでしょ。何度も何度も、繰返しあっちこっちで。 
俺は悪くない、って。 

だから、Jimに聞いても、言　わ　な　い　んじゃなくて、本当に本人にも　わ　か　ら　な　い　わけ。　>>75 
自分が何をやったのか、何が悪いのか何が良かったのか、まったく理解してないんだから。"
82	housekeeping	1240182945	83		フェルム	sage	P2CH/FDim.		2009-07-11 09:16:30	F85mTSA30	" とりあえずお元気そうでホッとしております。ご無沙汰しておりましたm(_ _)m 

んで。 

>>82 
まぁなんつーか、かんつーか。それでもJimには語り続けて欲しいねえ。 
語ってもらうことで解決するわけじゃないが、語ってもらわねば何も始まらない。 
荒らし屋説得プロジェクトのパイオニアが言うんだから間違い無い。"
83	housekeeping	1240182945	84		フェルム		P2CH/FDim.		2009-07-11 09:29:35	F85mTSA30	" Hey Jim!! 

You don't answer >>73 seriously, yet. 
Why?"
84	housekeeping	1240182945	85		名無しさん＠ピンキー	sage			2009-07-11 09:34:58	MTuTWERl0	" そりゃここは現在の問題を語るスレであって、 
過去の話は関係ないから無視ってことじゃね？ 

2chとpinkは別運営。運営が同じにならない限り 
過去に戻ることなんてありえないんだから、 
もう少し建設的な話したらどうよ？"
85	housekeeping	1240182945	86		フェルム	sage	P2CH/FDim.		2009-07-11 09:37:38	F85mTSA30	" Jimがここで話しろって言うんだからなあ。 
俺の知ったこっちゃない。"
86	housekeeping	1240182945	87		フェルム	sage	P2CH/FDim.		2009-07-11 09:39:21	F85mTSA30	" あと、建設的な話ねえ。。。 
ﾜﾛｽｗｗｗ"
87	housekeeping	1240182945	88		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 09:40:10	???0	 おっす
88	housekeeping	1240182945	89		フェルム	sage	P2CH/FDim.		2009-07-11 09:41:29	F85mTSA30	 Good morning High-fat pizza!
89	housekeeping	1240182945	90		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 10:02:08	???0	" >>89 
When are you going to eat me? 
Pizza should be eaten."
90	housekeeping	1240182945	91		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 10:12:31	???0	" >>75 
answers you >>84"
91	housekeeping	1240182945	92		名無しさん＠ピンキー	sage			2009-07-11 10:20:55	Bwe7mApu0	 ほんとなんだね・・・orz　>>82
92	housekeeping	1240182945	93		フェルム		P2CH/FDim.		2009-07-11 10:43:45	F85mTSA30	" >>90 
There are people who ate the pizza and ran into the toilet. 
I am going to continue making others eat a piece of the pizza, until the safety is checked. 
hehehe 

>>91 
Is your answer ""I can't resolve this problem.""?"
93	housekeeping	1240182945	94		フェルム		P2CH/FDim.		2009-07-11 11:04:38	F85mTSA30	" I think the safety of the pizza can be checked by how you reply to >>73. 
I judge that >>75 seems to be dangerous."
94	housekeeping	1240182945	95		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 11:13:26	???0	" >>94 
No, I think 75 is not dangerous. Obviously you have an opinion and an agenda. 
I will hear what yours is, not have you put words in my mouth, that are actually 
your agenda."
95	housekeeping	1240182945	96		名無しさん＠事業で人生アウト	sage			2009-07-11 11:24:28	C7qInda+0	" 予断と偏見に満ちているのは、いつも誰かさんなんだけどねー 
自分が信じたいものしか見ないから。 

辛口意見や、反対意見には、(∩ﾟдﾟ)アーアー　きこえなーい　なわけさ。 

そういう人生を送ってきた結果として、わりと適切な場所に落ち着いてると思うよ。"
96	housekeeping	1240182945	97		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 11:40:13	???0	" >>96 
太陽は　全て　お見通しさ。"
97	housekeeping	1240182945	98		名無しさん＠事業で人生アウト	sage			2009-07-11 11:49:14	C7qInda+0	 オマケに、信じたいものだったら見えないものまで見えてしまうという特殊能力付きです。
98	housekeeping	1240182945	99		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 12:05:10	???0	 >>98 オマケに?
99	housekeeping	1240182945	100		フェルム		P2CH/FDim.		2009-07-11 12:26:44	F85mTSA30	" >>95 
But the existence of many people who ran away from you is a clearly fact. 
And you say ""I can't resolve this problem."". 

If a storekeeper of the pizza store who took out food poisoning says ""I can't resolve this problem."",   
do you still go to the pizza store?"
100	housekeeping	1240182945	101		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 12:47:05	???0	" >>100 
It is fruitless to argue with you."
101	housekeeping	1240182945	102		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-11 12:51:11	???0	" >>100 
Could you make yourself useful and tell me what this means? 
オマケに 
I am thinking it is a sushi roll."
102	housekeeping	1240182945	103		フェルム		P2CH/FDim.		2009-07-11 13:15:26	F85mTSA30	" >>101 
It is so. 
Because  
I don't know what you are thinking about,  
I don't know what you are considering, 
I don't know what you are worrying about, 
I don't know what you are hoping. 

Go on telling them. 
No argument can be start without them."
103	housekeeping	1240182945	104		フェルム		P2CH/FDim.		2009-07-11 13:22:23	F85mTSA30	" >>102 
sushi roll? 
I cannot understand this meaning. Let me understand."
104	housekeeping	1240182945	105		フェルム		P2CH/FDim.		2009-07-11 13:26:17	F85mTSA30	 相変わらず文法間違いまくりだけど、ま、意味は通じるっしょｗ
105	housekeeping	1240182945	106		名無しさん＠ピンキー				2009-07-11 14:02:28	z94BAS5m0	" >>97 
There is a total eclipse of the sun soon in Japan. 

日本ではもうすぐ皆既日食があります。"
106	housekeeping	1240182945	107		名無しさん＠ピンキー				2009-07-11 14:27:38	z94BAS5m0	" The sun of the total eclipse of the sun cannot watch Japan.  
In the same thing as it. 
You cannot see a problem. 

皆既日食の太陽は、日本を見ることができません。 
それと同様で........ 
あなたは、問題がわかることができません。"
107	housekeeping	1240182945	108		フェルム	sage	P2CH/FDim.		2009-07-11 17:24:14	F85mTSA30	" なんかPINK FLOYDの狂気みたいだな。 

Everything under the sun is in tune. 
But the sun is eclipsed by the moon."
108	housekeeping	1240182945	109		フェルム		P2CH/FDim.		2009-07-11 23:31:59	F85mTSA30	" >>102 
>Could you make yourself useful and tell me what this means?  
Hmm.  I can advise you about the virtue which of Japanese has. 
The most of Japanese do not make it a virtue to act for their profits. 
They make it a virtue to act for those whom themselves own believes. 

Jim. 
Are you those to whom they are sufficient for believing? 

------- 
>>102 
こうアドバイスできるな。よく聞け。 
日本人の多くは、自分の利益によって行動する人間を善しとはしない。 
日本人の多くは、自らが信ずる者によって行動することを美徳とする。 

Jimさんよ。お前さんはきちんと信用を得られているのか？"
109	housekeeping	1240182945	110		フェルム		P2CH/FDim.		2009-07-11 23:45:03	F85mTSA30	" ふぃー、激しく酔っぱらった。 

BTW 
Jim.　Do you like alcohol? 
I think that nothing is necessary if there is alcohol."
110	housekeeping	1240182945	111		名無しさん＠ピンキー	sage			2009-07-12 02:59:59	yn1HpzO90	" 話合いの場を作って、言い分を聞こうとしている人に対して 

「お前との話し合いは実りが無い。」　（>>101）　一刀両断。 
お前、何様だ？　ああ、管理人様でしたね。"
111	housekeeping	1240182945	112		フェルム	sage	P2CH/FDim.		2009-07-12 08:41:19	ep6YnjC20	" 逆に管理人だと思うから腹も立つってものよ。 
単なる一匹の荒らし屋だと思えば、よくある言動パターンだからなあ。 
特に腹も立たんな。"
112	housekeeping	1240182945	113		Ｔｉｎｋｅｒ	sage			2009-07-12 09:20:36	tWIV6H9U0	" >>111 
まぁそんな感じでいいんじゃないでしょうかね。 
どちらの管理人も完璧な人なんていませんし、人間であってしかるべき。 
私なんかは、なに言っても無駄なような気がして気がして、 
どうにでもなーれ的な視点でしか見られませんでしたが、 
それをやっちゃう金ちゃん。 
始めなきゃ始まらない。 
それです。 
もっと、利用する人がいて初めて成り立っているという事を感じて欲しい。 
去っていった人達から道徳を得ることが出来るなら、人間として素晴らしい。 
金の亡者だかなんだかは知らないけれど、そう思っているのなら、何が金を生み出しているのか。 
考えれば分かる事でしょ。 
事業主なら、そういう考えがあってもいいと思うし。 
でも、直ぐに金を生むものにしか興味がないなら、話はここまで。 
物の価値をよく理解しようとしない人や投資が期待できない人に、なにを言っても無駄、 
でもないけれど、時間はかかるだろうな。 
最終目的地は、「おもしろい事をやって、運営と生活の為の少しの儲けがあればよい。お金は副産物である。」 
こう言い切れる人が管理人なら面白くなるのにね。 

（巻き）寿司の比喩は、切っても切っても同じって事でしょうか？ 
千歳あめ的？"
113	housekeeping	1240182945	114		名無しさん＠ピンキー	sage			2009-07-12 09:22:52	Ao9fir/D0	 そら千歳飴も同じだが、金太郎飴のことを言いたいのか？
114	housekeeping	1240182945	115		Ｔｉｎｋｅｒ	sage			2009-07-12 09:38:48	tWIV6H9U0	" あ、金太郎飴だｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ 
そそ(^^;"
115	housekeeping	1240182945	116		名無しさん＠ピンキー	sage			2009-07-12 10:20:20	yn1HpzO90	 投資と賭博は違う、ということをまず理解すべきなのだ。
116	housekeeping	1240182945	117		名無しさん＠ピンキー	sage			2009-07-12 10:21:00	yn1HpzO90	 投資と寄付も違う、ということも理解すべきなのだ。
117	housekeeping	1240182945	118		Ｔｉｎｋｅｒ	sage			2009-07-12 12:41:49	tWIV6H9U0	" 賭博は言うまでもない 
寄付はステータス 
投資ってお金の話だけじゃないんですよね〜"
118	housekeeping	1240182945	119		Ｔｉｎｋｅｒ	sage			2009-07-12 13:09:52	tWIV6H9U0	 本来の寄付はもっともっとね・・・・
119	housekeeping	1240182945	120		名無しさん＠ピンキー	sage			2009-07-12 13:29:46	yn1HpzO90	" > 寄付はステータス 

なるほどね〜 
腑に落ちた。ステータスは欲しいだろうね。 
でかい顔して威張りたいだろうから。"
120	housekeeping	1240182945	121		名無しさん＠ピンキー	sage			2009-07-12 13:42:16	yn1HpzO90	 ときに、いやいや　>>113　わかります。言いたいことはよくわかります。
121	housekeeping	1240182945	122		フェルム	sage	P2CH/FDim.		2009-07-12 22:35:47	ep6YnjC20	" >>113 
まぁ、ぶっちゃけ何か始まることを期待しているわけじゃない。 
荒らし屋説得プロジェクトでも一番の土台骨として定義したけど、説得の99%は徒労なのですよ。 
しかし残りの1%があるかもしれない、1%があったらどうなるのだろう、とまあギャンブルにも似た楽しみなわけですな。 

>>120 
まぁ、日本人はそういうのプンプンさせている人を一番嫌いますからねー。 
同情いたしまする。"
122	housekeeping	1240182945	123		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:30:06	???0	" >>105 
大丈夫　です。"
123	housekeeping	1240182945	124		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:32:34	???0	" ＞＞１０６　日本では60 ％になります 
上海では１００　％"
124	housekeeping	1240182945	125		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:35:25	???0	" ＞＞１０７ 
私は、問題の無知ではない。"
125	housekeeping	1240182945	126		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:39:34	???0	" ＞＞１０８ 
しない場合はPink Floydの音楽の一部の天才だと思いますか？"
126	housekeeping	1240182945	127		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:42:28	???0	" >>109 
What has that got to do with the price of tea in China? 
Are you insinuating that I　am making a huge profit off 
of the backs of the Japanese? If so, you are mistaken."
127	housekeeping	1240182945	128		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:47:11	???0	" >>110 
乾杯"
128	housekeeping	1240182945	129		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 08:52:01	???0	" ＞＞１１１ 
私は聞いている。時々私は他の男と同じように不満だ。"
129	housekeeping	1240182945	130		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 09:04:17	???0	" >>113 邃 スイ 
ども　わざわざ　すみーません。"
130	housekeeping	1240182945	131		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 09:41:52	???0	" ＞＞１１６ー１１７ 
すべてが　しゅみ　と　でいかつ　です。 
熱い何かのヒントはありますか？"
131	housekeeping	1240182945	132		フェルム		P2CH/FDim.		2009-07-16 12:57:14	+7eNgGnJ0	" >>127 
＞ Are you insinuating that I　am making a huge profit off  
＞ of the backs of the Japanese? 
No. 
I am not interested in your profit, even if you are making a huge profit off  
of the backs of the Japanese. 
hehehe 

I think the reason why you are not trusted by many users of BBSPINK is >>103. 
It is too abstract what you said for us, and we cannot understand them well. 

In addition, be careful. 
Because most of Japanese are very earnest, they translate your black-jokes  
to the worst meanings with hatred."
132	housekeeping	1240182945	133		フェルム		P2CH/FDim.		2009-07-16 13:23:24	+7eNgGnJ0	" >>126 
言ってる意味わかんねーよｗ 
まぁ、Pink Floydは天才というよりも神憑りだな。 

>>125 
OK. I ask you. 
What is the problem in BBSPINK that you recognize?"
133	housekeeping	1240182945	134		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-16 13:52:56	???0	" >>132 
As usual, you are distorting things. 
Lets talk another day, when your nice personality comes home."
134	housekeeping	1240182945	135		フェルム		P2CH/FDim.		2009-07-16 14:02:37	+7eNgGnJ0	" 逃げたかｗ 
まぁ、こっちには時間はいくらでもある。いくらでも待ってやるさ。"
135	housekeeping	1240182945	136		名無しさん＠ピンキー	sage			2009-07-26 12:35:02	VQTsA1zT0	" Dear Jim. 
I want to send you Email. 
But I'm not delerter (I don't have ★). 
Can I mail you ?"
136	housekeeping	1240182945	137		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-26 13:17:46	???0	" >>136 
Yes you can email me."
137	housekeeping	1240182945	138		名無しさん＠ピンキー	sage			2009-07-26 13:32:29	VQTsA1zT0	" >>137 
Thank you.Have a good day !"
138	housekeeping	1240182945	139		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-28 11:26:29	???0	" ＞＞１３６ 
I never received your email."
139	housekeeping	1240182945	140		フェルム	sage	P2CH/FDim.		2009-07-29 23:56:04	YNxyPSpx0	" これは酷い。 
いくら何でも俺でも泣いた。"
140	housekeeping	1240182945	141		名無しさん＠ピンキー	sage			2009-07-30 12:33:20	qDEF0HPF0	 わたしは　絶対にしないんだぜ　じゅしんなんて　おまえの　めーるをな　?
141	housekeeping	1240182945	142		名無しさん＠ピンキー	sage			2009-07-30 17:27:57	JuoXV20r0	" >>139 
Dear Jim, 
Thanks for your message. 
I send you email at 2009-07-26 16:13,titled 
About a thread with the problem 

If you can't seek it,I'll send it again.Thanks."
142	housekeeping	1240182945	143		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-07-31 10:31:52	???0	" >>142 
Please send it to info@ 
that works well for me."
143	housekeeping	1240182945	144					Rosanarr	2009-08-26 12:41:30	???0	" Jimさん、 
私は少し前に、私のミスでレス削除すべきものをスレッド削除してしまいました。 
そのスレッドを削除する前の状態に戻して頂きたいのですが、可能でしょうか？ 

対象スレッド 
【画像】童貞がチンコを晒すスレ Part43【動画】 
http://venus.bbspink.com/cherryboy/kako/1250/12507/1250767351.html 

直前までのログは保存してあります。 
取り急ぎこちらにご報告いたしました。"
144	housekeeping	1240182945	145					Rosanarr	2009-08-26 13:00:09	???0	" すみません 
スレッドの元のURLはこちらです。 
http://venus.bbspink.com/test/read.cgi/cherryboy/1250767351/ 

そのスレッドの619をレス削除しようとしていました。 

申し訳ありませんm(_ _)m"
145	housekeeping	1240182945	146					Rosanarr	2009-08-26 13:15:40	???0	" Mr.Jim 
I have made a mistake. I'm sorry.  
I was working on deletion, and I should have deleted ""a reply"" and have deleted ""a thread"".  
I'm very sorry.  
I want you to return it to a state before I delete the ""thread"". 

I used the machine translation."
146	housekeeping	1240182945	147		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t		2009-08-26 21:13:07	dubpsLXN0	" >>146 
Please send me an email with the details, and I will try to fix it tomorrow 
morning."
147	housekeeping	1240182945	148			sage		Rosanarr	2009-08-27 14:36:15	???0	" >>147 
I send an e-mail to""info"". 
Please check the details. 

> Date: Thu, 27 Aug 2009 14:28:13 +0900 
> Subject: Rosanarr"
148	housekeeping	1240182945	149			sage		Rosanarr	2009-08-27 14:49:55	???0	" >>147 
Sorry, I sent an e-mail again. 

Date: Thu, 27 Aug 2009 14:45:24 +0900 
Subject: Rosanarr 2 

Please throw away the email which I sent earlier."
149	housekeeping	1240182945	150		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-09-02 14:20:31	???0	" ＞＞１４９ 
I am looking for the email."
150	housekeeping	1240182945	151			sage		Rosanarr	2009-09-03 10:09:01	???0	" >>150 
Thank you for finding the email which I sent. 
I received and replied your email. 
<Thu, 3 Sep 2009 09:56:03 +0900>"
151	housekeeping	1240182945	152		ΟΔΥΣΣΕΥΣ		YE6tMtjT7Q8t	＠Apparently admin	2009-09-03 11:32:55	???0	" >>151 
I am sorry, I do not have access to that email until tomorrow."
152	housekeeping	1240182945	153		うふ〜ん	うふ〜ん				DELETED	うふ〜ん
153	housekeeping	1240182945	154		名無しさん＠ピンキー	sage			2009-11-13 17:04:01	1Bml0AEdP	" 【女専用】オナしている映像【動画像】 
http://babiru.bbspink.com/test/read.cgi/onatech/1250517209/ 
LR違反の女神行為及び無修正性器動画像のうｐを常時されているスレッドです 
jimさん、よろしくお願いいたします"
154	housekeeping	1240182945	155		ΟΔΥΣΣΕΥΣ	sage	YE6tMtjT7Q8t	＠Apparently admin	2009-11-13 17:26:14	???0	" >>154 
すみーません 
http://babiru.bbspink.com/onatech/head.txt 
LR どこ　です。 
いあ　LR 
まんこ　大丈夫です　たぶん。"
155	housekeeping	1240182945	156		名無しさん＠ピンキー	sage			2009-11-13 17:57:08	1Bml0AEdP	" 2007年に女神行為は女神板で、他板では禁止とされてpinkのうｐスレッドは女神板に全て強制移動されました 
なおもその板で続けているスレッドは削除をされました 
このスレッドは女神行為をするためのスレッドであります 
また、pinkの住人にも無修正をうｐできるのは自己責任(pinkとしては認めていない)でニーピンだけという認識があります 
さらにおかずは板違いとあります 
もし、jimさんが承諾されるなら女神板も無修正を認めなければならないと思いますが如何ですか？"
156	housekeeping	1240182945	157		名無しさん＠ピンキー	sage			2009-11-13 18:41:45	eceEDfIMP	" そのスレッドはうｐする人が現れると毎回 
うｐは禁止されてると言う人が出て来ます 

しかし疑問なのは男専用のスレッドの方では同様の主張は皆無ということ 
なんらかの意図があるようにしか見られません"
157	housekeeping	1240182945	158			sage	m6Yuar7WwAlK		2009-11-13 19:00:12	iylsgoYC0	" Here is the translation: 

>>154 
[Lady's only] Masturbation Image/Movie [Movie/Image] 
It is the thread which does repeated Megami act and unexpurgated genitals image/movie uploaded links, 
both against the board's local rule.  

(Local Rule: Okazu(Fuckalicious thing, or any sexual material 
for use with male's masturbation) thread is prohibited)   

>>156 
Megami act is prohibited except in megami board in 2007 and existing megami board was 
moved to the megami board on a mandatory basis.  Threads doing megami act which was  
created after that in other boards had been deleted.  The requested thread is the 
Megami thread.  Plus I understand that the uploading unexpurgated genitals image/movie  
with megami's self-responsibility basis is permitted only on Neet4pink board. 
Lastly, local rule of the Onatech(Masturbation technique) board states ""Okazu thread is prohibited"" 

If Jim-san allows unexpurgated genitals image in the board , will it be same with Megami board?"
158	housekeeping	1240182945	159			sage	m6Yuar7WwAlK		2009-11-13 19:11:04	iylsgoYC0	" translation: 

>>157 
Somebody comes up posting ""uploading image/movie is prohibited"" whenever 
someone uploaded an image or a movie in the thread. 

A question arise ""why nobody comes up saying the same thing whenever someone 
uploaded an image or a movie in the [Men's Only Masturbation image/movie] thread. 
There must be some kind of unknown intent under that."
159	housekeeping	1240182945	160			sage		POE	2009-11-14 01:31:15	???0	" >>155 ジムさん 
154さんは　 
個人的な誰かの画像を見たい人が集まり、自分の画像を見せたい人が来る為のスレッドだから 
onatechから、その行為用の掲示板（megami）へ、あなたが移動させるのを求めています。 

例えば移動の件 
誰かが移動要請を削除要請板へ書き込む 
↓ 
削除人は精査して、誰かに依頼する 
↓ 
お願いされた誰かは再確認して、専用キャップでジムさんに依頼する 
↓ 
ジムさんが再確認して、移動処理をする 

こういった流れをジムさんとEROさんは作った 

お願いするためには特別なキャップが必要だと言われたから、私はあなたにメールしたのですよ。 
メールは見ましたか？"
160	housekeeping	1240182945	161			sage	m6Yuar7WwAlK		2009-11-14 03:18:37	FfnsStcB0	" >>160 tranlation: 

Jim-san 
>>154 states that the thread is for those people who want 
to see somebody(megami)'s images and for those megami who 
want to show herself's images. So, he would like you to 
move the thread from onatech board to the megami board. 

As for the moving a thread to different board, 

Somebody post the moving thread request in the Deletion Request board. 
 l 
A deleter carefully examine the request for validity and ask to the 
rightful person.  
 l 
The rightful person re-examine it for validity and pass the request 
to Jim-san with special CAP. 
 l 
Jim-san re-examine it again and does the moving. 

That is the procedure, which Jim-san and Ero-san agreed. 

I have mailed to you because I was told that I need a special  
CAP in order to do the thread moving request to you.   
Have you read my mail?"
161	housekeeping	1240182945	162		名無しさん＠ピンキー	sage			2009-11-17 10:02:45	2ICfR88qP	" >>160 
POEさん補足ありがとうございます 

>>154ですが 
LRに無修正動画像の禁止の旨が記載されていないので良い 
もし、不満があるなら自治スレッドで話し合ってから持ってきてという見解なんでしょうか？ 
これはLRの問題ではなくて、運営側で無修正動画像の削除管理をしやすくするため 
女神板という、女神行為うｐの専門板を作り強制的に集めたもので、LR以前の話しなのですが・・・ 
あまり言いたくありませんが、jimさんは女神板のことには積極的に取り組んでくれるみたいですが 
それ以外の板のことには腰が重いと言いますか・・・非常に残念です"
162	housekeeping	1240182945	163			sage		POE	2009-11-17 11:15:48	???0	" >>162 
私が行おうとしていたことが目の前で行われていたので言いたいことを言っただけでして・・・ 

女神板ができた経緯において、 
女神行為を行うスレッド 
（見たい人が来て、見せたい人が来るような、クレクレを行うスレッド） 
（男性が見せる側で女性が見る側の行為も女神行為と総称する） 
それらを一纏めにしたわけです 
他の板のLRに書いていないから「たぶん（←ここ重要）OK」と言うのは物凄い事言ってますよ 
完璧に守る事は不可能ですが、特化された板が他にある場合は、それを考慮すべきだと思うよ 
私が言うべきではないけど、管理者としては建前を崩してしまう明言は避けた方がいいと思うよ 
その辺りはうまくごにょごにょと 

具体例を書いておこう 
例えば、 
オナテク板/onatechやえっちねた板/hnetaや熟女板/matureや童貞板/cherryboyでの女神行為/megami 
半角文字列板/asciiで半角二次元/ascii2dや半角かな/ascii2kanaのコピペ 
キャラサロン板/erocharaやオリキャラ板/erochara2でのスレＨ行為/sureh 
などなど 
これらは似て非なる物だったり、それを含むけれど他に分けた物だったり 
説明が難しいな・・・ 

ここからは推測だけど 
LRに禁止項目がないから書いてもよいとなると、それを阻止したい人たちがLR改変を求めて 
結果として、全板で大量な禁止項目で埋め尽くされたLRになってしまいそう 

とにかく、女神系はその為の板があることを理解してください"
163	housekeeping	1240182945	164		名無しさん＠ピンキー	sage			2009-11-17 11:32:59	TPXo4drg0	" >>162 
何か色々間違っている気がします。 

１）まずPINKBBSは米国にサーバーがあるため、米国の法律が適用されるため 
18歳未満禁止であるPINK掲示板で無修正動画像などは禁止されていません。 

２）ただし日本の法律では、海外のアップローダであろうと日本から無修正画像を 
アップロードして公開するのは猥褻物頒布罪が適用された判例があります。 
（猥褻物頒布罪：わいせつな文書、図画、その他の物を頒布し、販売し、又は公然と陳列した者は、 
2年以下の懲役又は250万円以下の罰金若しくは科料に処する。） 

３）女神板が無修正画像を禁止しているのは、無修正動画像の削除管理をしやすくする 
ためではなく、女神を守るためで一カ所の板で明確に禁止をうたっている方が周知され 
やすいからです。他の板で犯罪と知りつつ無修正動画をうｐする女神を保護する義理は 
ないというのがJIMさんの見解だったかと。 

問題のスレッドは、ローカルルール（おかずスレ禁止）違反での削除、女神スレッドということで 
女神板への移動を依頼することは可能です。削除依頼スレを見る限り、過去にスレ停止などの 
措置も複数回、行われているようで、あまり問題点が見えてきません。具体的にJIMさんに 
どうして欲しいのでしょう？"
164	housekeeping	1240182945	165			sage		POE	2009-11-17 13:30:38	???0	" GL5． 掲示板・スレッドの趣旨とは違う投稿 
スレッド 
それぞれの掲示板の趣旨は、掲示板の名称によって判断します。 
ローカルルールは、補助的ながら板違いの判断には重要です。 
雑談系の掲示板を除いては、その掲示板の趣旨に無関係なもの、多少関係があっても他にふさわしい掲示板があるもの、掲示板の趣旨より掲示板自体の事象や参加者を重要視するもの、などは移動します。 

これをどのように考えるのかってことですよー 
板違いによる移動が妥当な対策と言えるでしょう 
発見した人が削除依頼板に報告してからの対応となります 

但し、今現在、私はジムさんに頼めません"
165	housekeeping	1240182945	166		名無しさん＠ピンキー	sage			2009-11-17 23:21:10	AkgQLyCi0	" 禁止事項を増やしも補助的では 

自画像のうＰは、女神板以外では原則として全て削除または移動対象にします。 

をGL5に加えるぶく動くのも 

どこで見せても　いいよ 
　見たい、おながいします 

な管理人さんでは"
166	housekeeping	1240182945	167		名無しさん＠ピンキー	sage			2009-11-17 23:57:13	4DxK2Ki80	" 今のこうしてうｐされてるんだがなんとかできねえの？ 

http://babiru.bbspink.com/test/read.cgi/onatech/1250517209/404-"
